Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
8283,,13688,1Fam,5,7,2,0,7,2006,855,3,GasA,Y,2365,0,2007,210144.122879513
8284,,11478,1Fam,7,6,1,1,4,1892,858,3,GasA,Y,1181,0,2009,166856.612476455
8285,74,46589,1Fam,6,6,1,0,8,1996,864,3,GasA,Y,1456,0,2007,184993.658291382
8286,65,5900,1Fam,5,2,2,1,7,1970,528,3,GasA,Y,1056,0,2009,96369.0087825694
8287,90,8978,1Fam,6,5,1,1,5,2004,953,2,GasA,Y,1392,0,2009,148256.076680705
8288,174,12704,1Fam,7,5,1,0,7,1930,611,3,GasA,Y,2376,0,2007,168270.753800153
8289,50,10656,1Fam,8,6,1,1,6,1925,1144,3,GasA,Y,1340,0,2007,205756.539718888
8290,65,45600,Duplex,5,5,2,0,5,1955,372,2,GasA,Y,1196,0,2006,147320.050780027
8291,60,9906,Twnhs,5,6,1,1,5,1995,1440,3,GasA,Y,1060,0,2009,155683.02197498
8292,34,9591,1Fam,5,9,2,1,5,2008,520,3,GasA,Y,1786,0,2010,187060.533086464
8293,70,12803,1Fam,7,6,2,1,7,1921,900,5,GasA,Y,2094,0,2010,215950.655793004
8294,65,7560,1Fam,6,7,2,1,7,1988,1291,2,GasA,Y,1779,0,2010,218624.258486453
8295,60,7931,1Fam,5,6,2,0,4,1880,1095,4,GasA,Y,864,0,2007,102922.414735036
8296,80,10762,1Fam,8,5,2,1,8,1918,1844,3,GasA,Y,923,0,2007,218588.078502323
8297,60,15611,TwnhsE,5,9,2,0,8,1979,1416,4,GasA,Y,1960,0,2010,200773.621040924
8298,50,10134,1Fam,5,7,2,1,8,1999,1907,3,GasA,Y,1322,0,2009,195646.178054488
8299,,9350,1Fam,5,5,2,0,7,2006,1088,3,GasA,Y,1212,0,2009,107441.225912567
8300,70,4224,Duplex,8,5,1,1,7,1995,384,3,GasA,Y,1002,0,2009,149353.558357186
8301,,4800,1Fam,5,2,2,0,7,1977,912,3,GasW,Y,1301,0,2009,95468.5036701523
8302,,11988,1Fam,4,5,2,0,7,2007,901,2,GasA,Y,1502,0,2008,184891.895463772
8303,85,4456,1Fam,6,6,2,2,7,1908,1720,2,GasA,Y,1500,0,2008,127857.169790815
8304,70,9612,1Fam,4,5,1,1,5,1990,1214,4,GasA,Y,1520,0,2010,158997.554569432
8305,65,10530,Duplex,5,5,2,0,7,1890,832,3,GasA,Y,1969,0,2010,145234.481248219
8306,60,5119,1Fam,6,6,1,1,10,1923,972,4,GasA,Y,2062,0,2007,131767.158457471
8307,40,13265,1Fam,4,5,1,0,8,1970,1194,2,GasA,Y,2031,0,2010,176144.234372799
8308,76,16905,TwnhsE,7,6,2,1,6,2007,1144,4,GasA,Y,969,0,2007,171321.29502146
8309,80,12589,1Fam,5,7,1,0,8,2006,1488,4,GasA,Y,1788,0,2006,199040.221495379
8310,,10570,1Fam,7,5,2,0,5,1971,939,3,GasA,Y,1836,0,2006,183305.449627353
8311,,8125,1Fam,5,4,2,0,8,1983,1200,3,GasA,Y,2402,0,2008,174499.197840666
8312,70,6629,1Fam,4,5,1,1,5,1999,1561,2,GasA,Y,1696,0,2007,203100.304579732
8313,50,25000,1Fam,6,5,1,0,5,1970,1056,1,GasA,Y,1563,0,2009,167385.174776913
8314,61,9187,1Fam,8,5,2,0,5,1951,1073,3,GasA,Y,2290,0,2006,215869.539337903
8315,43,6435,1Fam,6,5,2,1,5,1949,1144,1,GasA,Y,1442,0,2009,134150.065730308
8316,67,14175,1Fam,7,7,2,0,7,1925,770,1,GasA,Y,3493,0,2008,213884.598859317
8317,70,9750,1Fam,6,8,2,1,8,1997,798,3,GasA,Y,1200,0,2008,168607.234008661
8318,66,10480,Duplex,6,5,2,0,10,1968,1010,3,GasA,Y,1386,0,2007,142354.596724788
8319,78,12090,1Fam,7,5,2,0,6,1959,1952,3,GasA,Y,1458,0,2007,182179.202590349
8320,79,8816,1Fam,7,9,1,0,5,1974,1090,0,GasA,Y,2285,0,2006,252335.740017501
8321,50,25419,1Fam,5,6,2,0,7,2002,1150,3,GasA,Y,1099,0,2006,185706.179006027
8322,58,50271,1Fam,7,8,2,1,7,2002,1318,2,GasA,Y,1057,0,2006,235177.532924167
8323,68,2448,1Fam,5,6,1,0,7,2003,912,3,GasA,Y,1953,0,2006,194209.593838262
8324,56,9000,1Fam,5,6,1,0,9,1997,1316,4,GasA,Y,1855,0,2009,182960.595929728
8325,60,7945,1Fam,7,5,1,0,7,1994,1143,3,GasA,Y,1479,0,2007,201298.000889343
8326,21,10667,1Fam,6,7,2,0,4,1953,1200,3,GasA,Y,1028,0,2009,140546.516774728
8327,93,1680,1Fam,7,5,1,0,7,1999,0,2,GasA,N,1047,0,2009,144104.344028171
8328,44,4928,1Fam,5,8,1,0,8,1918,648,3,GasA,Y,813,0,2007,103491.663647583
8329,34,14200,TwnhsE,7,5,2,1,7,1965,845,3,GasA,Y,1824,0,2006,199050.598450904
8330,80,10690,1Fam,4,5,2,1,5,1961,0,4,GasA,Y,1232,0,2010,103774.502235037
8331,60,9600,1Fam,7,3,1,1,8,2006,1150,4,GasA,Y,1092,0,2010,160035.818201423
8332,94,164660,1Fam,6,7,2,0,9,1997,1188,2,GasA,Y,1939,0,2010,213310.245030557
8333,80,7438,1Fam,6,5,3,1,7,1931,958,4,GasA,Y,2696,0,2009,184933.467760789
8334,71,7180,1Fam,4,7,1,1,8,1972,813,3,GasA,Y,1535,0,2009,161330.266797025
8335,77,9297,1Fam,7,5,2,0,7,1978,1095,3,GasA,Y,1218,0,2006,134509.730140478
8336,85,6240,1Fam,6,5,2,0,5,1949,1726,3,GasA,Y,1217,0,2007,165444.02503895
8337,63,10356,1Fam,10,5,2,0,7,1950,588,2,GasA,Y,1008,0,2006,223150.135725076
8338,82,9803,1Fam,7,6,2,0,6,1970,1010,4,GasA,Y,2035,0,2009,159020.660388704
8339,75,10380,1Fam,6,5,1,0,10,1912,1057,1,GasA,Y,768,0,2009,117581.960078272
8340,,11425,1Fam,8,5,2,0,5,2004,2217,2,GasA,Y,2473,0,2008,344358.596338257
8341,74,7180,Duplex,6,6,2,0,8,2009,896,2,GasA,N,1774,0,2008,176681.204061747
8342,58,12203,1Fam,5,5,2,0,5,2004,768,2,GasA,Y,1752,0,2009,148990.016475743
8343,75,11394,1Fam,7,5,2,0,7,1949,925,3,GasA,Y,1232,0,2006,123197.604904062
8344,63,9600,1Fam,9,9,2,0,10,1961,832,4,GasA,Y,912,0,2006,217158.212245019
8345,,15431,1Fam,5,5,1,1,5,1918,861,1,GasA,Y,1092,0,2009,149262.804888187
8346,60,9022,1Fam,8,5,2,1,8,1915,1498,2,GasA,Y,1126,0,2007,208025.385690411
8347,60,12384,Twnhs,8,5,2,1,7,1974,0,1,GasA,Y,1428,0,2008,169963.799752119
8348,69,7875,2fmCon,5,5,1,0,2,2006,938,3,GasA,Y,2069,0,2007,181784.528480537
8349,107,9920,1Fam,7,7,1,0,4,1910,858,3,GasA,Y,2054,0,2006,175590.247623651
8350,,7819,1Fam,7,4,2,1,6,1940,600,3,GasA,Y,2612,0,2006,203556.35155668
8351,50,6000,Duplex,7,5,2,0,7,1978,1086,3,GasA,N,789,0,2009,127138.174147399
8352,,2651,1Fam,7,5,1,0,8,1992,1314,1,GasA,Y,616,0,2007,153693.198526932
8353,144,8470,1Fam,7,5,2,1,6,2008,952,3,GasA,Y,1225,0,2008,230221.758218213
8354,70,9591,1Fam,5,5,2,1,6,2002,1436,2,GasA,Y,1200,0,2009,182821.42879088
8355,70,13837,2fmCon,9,7,2,0,8,1971,912,3,GasA,N,2060,0,2006,293610.550418386
8356,,5100,1Fam,6,5,2,1,6,1954,819,4,GasA,Y,1734,0,2007,165129.117531925
8357,75,6204,1Fam,7,4,2,0,9,1964,1496,3,GasA,Y,1710,0,2010,156687.360836918
8358,144,7259,1Fam,8,7,1,0,9,1956,1310,2,GasA,Y,2614,0,2008,271297.912583377
8359,88,9920,1Fam,5,5,2,1,7,1950,2223,4,GasA,Y,1993,0,2008,179377.213024095
8360,,4438,1Fam,5,4,2,1,6,2003,1056,1,GasA,Y,1060,0,2007,136074.378944156
8361,32,10437,1Fam,6,5,2,0,7,1988,1242,4,GasA,Y,1120,0,2006,139538.865165723
8362,63,2665,TwnhsE,5,6,1,0,3,1972,866,3,GasA,Y,2263,0,2010,141262.263162139
8363,80,5105,1Fam,4,6,2,0,8,1975,686,3,GasA,Y,1218,0,2006,120756.127226948
8364,65,11553,1Fam,6,5,2,1,6,1994,978,3,GasA,Y,2002,0,2008,218431.40197217
8365,50,10207,1Fam,8,8,1,1,7,2003,992,4,GasA,Y,1661,0,2008,200957.458504293
8366,52,11844,1Fam,7,7,1,0,7,1946,1370,3,GasA,Y,1644,0,2008,185034.510863668
8367,110,11851,1Fam,7,9,2,1,10,1964,1728,4,GasA,Y,1632,0,2008,182334.1753937
8368,,6380,1Fam,7,5,1,0,5,1971,1002,3,GasA,Y,792,0,2007,153806.963861358
8369,80,7060,1Fam,6,7,1,1,8,2007,988,4,GasA,Y,2646,0,2007,192058.734069538
8370,65,10171,1Fam,5,5,1,0,6,1954,1056,3,GasA,Y,1414,0,2006,111024.599619874
8371,40,2280,1Fam,6,5,2,1,7,2006,190,3,GasA,Y,2158,0,2006,218925.791540103
8372,,7500,TwnhsE,7,5,2,0,7,1976,672,2,GasA,Y,2259,0,2007,169805.600572167
8373,48,8877,1Fam,5,1,1,0,4,2004,1200,2,GasA,Y,864,0,2007,71450.6665519977
8374,75,17104,1Fam,6,7,1,1,5,2006,1517,3,GasA,Y,1661,0,2008,217772.236644624
8375,81,17920,1Fam,6,6,2,0,5,1957,846,3,GasA,Y,1431,648,2007,170161.93207968
8376,110,11317,1Fam,5,5,2,0,5,1954,1362,4,GasA,Y,1665,0,2007,132071.885825501
8377,55,5000,1Fam,5,8,1,0,6,2008,721,2,GasA,Y,1126,0,2007,189927.502993577
8378,62,9920,1Fam,5,4,2,0,6,1940,600,3,GasA,Y,958,0,2009,111790.81290516
8379,43,8846,1Fam,5,5,1,0,6,2007,908,3,GasA,Y,1718,0,2007,196502.087988186
8380,,7892,1Fam,4,5,1,0,7,1945,2006,4,GasA,Y,1146,0,2006,158900.986213461
8381,51,9000,1Fam,6,5,1,0,4,2006,1021,4,GasA,Y,2008,0,2008,149094.775200208
8382,84,11923,1Fam,5,5,2,1,5,1954,1039,3,GasA,Y,825,0,2010,126514.045504495
8383,70,9590,1Fam,6,9,2,0,6,2004,710,3,GasA,Y,2098,0,2008,157516.4723268
8384,70,6000,1Fam,6,5,1,0,5,1915,732,3,GasA,Y,1123,0,2010,109163.155812591
8385,70,6897,1Fam,7,6,3,1,4,1963,1040,3,GasA,Y,1230,0,2009,177554.011804394
8386,,13682,1Fam,6,5,2,0,5,2006,884,3,GasA,Y,1689,0,2008,226414.752884173
8387,76,8730,1Fam,9,4,1,1,6,1990,939,1,GasA,Y,2504,0,2006,301599.675582571
8388,,4571,1Fam,4,8,1,0,7,1920,0,2,GasA,Y,1710,0,2008,118893.263917424
8389,61,6000,1Fam,10,5,1,0,6,1910,1573,2,GasA,Y,1680,0,2010,228983.068875323
8390,60,5687,1Fam,7,5,1,0,6,1937,856,3,GasA,Y,882,0,2009,96920.9205970798
8391,78,6120,1Fam,7,7,1,0,8,1939,458,4,GasA,Y,861,0,2008,134684.994669918
8392,80,10364,1Fam,6,5,2,0,8,1977,956,4,GasA,Y,1709,0,2007,154092.163443292
8393,65,8885,1Fam,7,5,2,0,8,2006,1086,3,GasA,Y,1976,0,2009,234162.437411655
8394,,13006,1Fam,4,5,2,1,5,1960,1001,3,GasA,Y,860,0,2009,157346.13419639
8395,71,10562,1Fam,5,5,2,0,6,1973,1078,3,GasA,Y,2084,0,2008,170293.119514262
8396,104,10920,1Fam,4,4,3,0,6,2003,1070,4,GasA,Y,1118,0,2006,159419.498164549
8397,,70761,1Fam,6,5,1,0,6,1961,0,3,GasA,Y,1621,0,2007,216019.257849347
8398,,7200,1Fam,4,4,1,0,6,1964,991,3,GasA,Y,864,0,2008,75789.4267435051
8399,174,8405,1Fam,4,5,1,0,7,1993,2000,2,GasA,Y,1478,0,2006,186109.192213933
8400,68,8366,1Fam,6,6,2,1,5,1922,630,3,GasA,Y,1414,0,2007,175769.149453344
8401,66,10800,TwnhsE,6,5,2,0,5,1981,1041,3,GasA,Y,778,0,2007,135317.997470834
8402,75,8012,1Fam,7,3,2,0,5,1951,2330,3,GasA,Y,1158,0,2009,206069.203596196
8403,66,7750,1Fam,6,5,2,1,7,1960,728,3,GasA,Y,1920,0,2010,163762.341949007
8404,80,12552,1Fam,5,7,1,0,7,1972,1273,3,GasA,N,1304,0,2008,188833.267881978
8405,78,25286,1Fam,8,5,2,1,9,1999,1468,3,GasA,Y,1674,0,2008,277895.374407575
8406,60,11075,1Fam,7,5,1,1,7,2005,784,3,GasA,Y,1414,0,2009,171855.119447075
8407,70,8012,1Fam,7,5,2,0,7,1993,0,3,GasA,Y,1348,0,2008,150084.747658022
8408,87,9947,1Fam,4,7,0,1,7,1970,0,4,GasA,Y,1651,0,2007,148904.939297659
8409,92,14850,1Fam,5,5,2,1,8,1976,190,3,GasA,Y,1647,0,2009,139594.259201109
8410,24,9303,1Fam,4,7,2,0,6,1960,1122,2,GasA,Y,816,0,2008,134370.38385393
8411,75,19296,Duplex,8,6,1,1,6,1965,864,3,GasA,Y,1441,0,2009,204468.607704663
8412,50,10667,Duplex,6,5,2,0,5,2003,1148,3,GasA,Y,2031,0,2007,176466.552109117
8413,150,12243,1Fam,7,5,1,1,5,1959,804,3,GasA,Y,1978,0,2008,208587.808564267
8414,60,9548,1Fam,8,5,1,0,14,2002,1073,2,GasA,Y,981,0,2007,209774.886846099
8415,75,8760,1Fam,7,7,1,0,4,1955,864,3,GasA,Y,1484,0,2008,157790.860913286
8416,71,10171,1Fam,5,5,2,1,8,2007,1013,3,GasA,Y,1501,0,2007,170207.225704427
8417,34,10880,1Fam,5,5,1,0,8,2003,1566,3,GasA,Y,789,0,2008,142807.218874106
8418,,5063,1Fam,5,5,2,1,5,1930,840,3,GasA,Y,2046,0,2008,162673.459944923
8419,78,12384,1Fam,5,4,2,0,8,2007,1050,3,GasA,Y,1561,0,2007,186457.5162498
8420,68,2522,1Fam,3,7,2,0,7,1993,1060,4,GasA,Y,1121,0,2010,138991.031990047
8421,50,9600,1Fam,5,5,3,0,7,1967,1682,2,GasA,Y,1721,0,2006,185947.728275408
8422,45,10011,Twnhs,7,5,2,0,9,2004,1117,3,GasA,Y,1056,0,2009,183472.068854541
8423,36,10175,1Fam,5,5,1,1,7,1994,1686,1,GasA,Y,2704,0,2009,195897.441432548
8424,107,12244,TwnhsE,7,8,2,1,5,1968,2006,4,GasA,Y,1225,0,2010,180142.15420354
8425,43,11645,Twnhs,7,3,2,0,7,1959,1686,3,GasA,Y,1200,0,2006,139279.144968268
8426,91,14226,1Fam,7,5,2,1,7,1999,916,4,GasA,Y,952,0,2009,139665.660117525
8427,,11777,1Fam,4,6,2,1,5,1982,1099,3,GasA,Y,1056,0,2006,108454.453127476
8428,55,12800,1Fam,8,3,2,0,8,1999,1291,2,GasA,Y,1244,0,2007,214629.830730114
8429,80,9742,1Fam,6,5,2,1,7,1930,1604,3,GasA,Y,780,0,2009,138269.682573513
8430,52,12772,1Fam,6,5,1,0,6,1885,1164,2,GasA,Y,2403,0,2006,172471.518483049
8431,76,8834,1Fam,6,7,1,1,7,2003,832,3,GasA,Y,1431,0,2006,170432.083341681
8432,,7943,1Fam,6,5,2,0,8,1960,808,2,GasA,Y,1026,0,2008,139354.249678133
8433,74,6000,Duplex,7,5,1,0,4,2006,1297,3,GasA,Y,1050,0,2010,183972.830242298
8434,130,8544,Twnhs,6,7,2,1,7,1924,0,3,GasA,Y,2082,0,2010,194435.983453735
8435,98,11316,Twnhs,6,5,2,0,7,1932,1013,3,GasA,Y,1040,0,2008,141717.210883533
8436,34,10005,2fmCon,7,5,1,1,9,1970,1125,4,GasW,Y,3228,0,2010,222257.857605129
8437,,7795,2fmCon,7,5,2,1,8,1997,1700,3,GasA,Y,1370,0,2008,243500.589426767
8438,88,6040,1Fam,6,5,2,1,5,1967,864,3,GasA,N,1535,0,2006,146320.249454286
8439,93,12099,1Fam,4,8,1,0,5,2008,1324,3,GasA,Y,630,0,2009,135122.987174403
8440,70,11553,1Fam,6,5,2,0,6,1985,728,3,GasA,Y,1158,0,2010,112158.126179333
8441,70,13125,1Fam,8,5,1,0,7,1971,1114,3,GasA,Y,3395,0,2006,331326.398684282
8442,80,15611,1Fam,7,4,1,0,3,1930,483,2,GasA,Y,894,0,2008,145981.425096188
8443,60,2268,TwnhsE,7,5,2,0,10,2002,1822,2,GasA,Y,2080,0,2006,238813.774095257
8444,50,10603,1Fam,8,6,1,1,8,1957,624,2,GasA,Y,1564,0,2006,158824.503869622
8445,92,7800,1Fam,9,8,0,0,6,1930,980,3,GasA,Y,2668,0,2007,311004.632961004
8446,40,10463,1Fam,6,5,1,0,6,1982,672,3,GasA,Y,1728,0,2009,134958.103248087
8447,110,9000,1Fam,6,5,2,0,3,1922,988,3,GasA,Y,845,0,2008,137251.171328659
8448,83,2001,2fmCon,8,5,1,0,6,1968,912,2,GasA,Y,864,0,2010,132973.031371036
8449,122,12772,1Fam,6,5,2,1,8,1997,894,3,GasA,Y,1068,0,2008,125557.504124826
8450,90,9100,1Fam,4,3,1,1,4,2005,1145,3,GasA,Y,1069,0,2007,102118.473388549
8451,59,12589,TwnhsE,1,5,1,0,6,2003,858,4,GasA,Y,1489,0,2010,88693.3964559
8452,51,13651,1Fam,6,5,2,0,5,1954,1114,3,GasA,Y,1382,0,2006,153193.3807996
8453,88,8100,1Fam,8,5,1,0,8,1953,1470,4,GasA,Y,1728,0,2009,195565.997846253
8454,,13284,1Fam,6,5,1,0,5,1995,784,2,GasA,Y,2223,0,2009,195969.872967582
8455,110,11443,Duplex,7,6,2,0,5,2002,1385,3,GasA,Y,1109,0,2010,204274.505129105
8456,65,6000,1Fam,8,6,2,1,10,2004,736,4,GasW,Y,1314,0,2007,212212.993547853
8457,,8281,Twnhs,6,5,1,0,8,1968,816,2,GasA,N,2157,0,2007,171417.579096698
8458,87,164660,Duplex,7,7,2,1,8,1955,728,3,GasA,Y,1949,0,2007,234977.189938037
8459,67,8521,1Fam,4,5,2,1,8,1971,952,4,GasA,Y,1614,0,2009,162701.419324699
8460,64,14601,1Fam,7,5,2,1,6,2005,840,3,GasA,Y,1842,0,2009,218154.734752735
8461,44,10125,1Fam,7,5,2,0,5,1915,848,4,GasA,Y,1929,0,2007,177329.847582902
8462,78,8520,1Fam,7,5,2,0,6,2007,876,3,GasA,Y,1728,0,2009,245613.172405086
8463,,7711,Twnhs,5,5,1,0,10,2004,585,2,GasA,Y,1362,0,2006,157152.767591454
8464,,8004,1Fam,4,5,2,0,6,1968,1431,3,GasA,Y,1242,0,2007,145837.937004297
8465,65,4590,TwnhsE,5,5,2,1,7,2004,630,3,GasA,Y,948,0,2008,124938.718355915
8466,40,10562,1Fam,7,7,1,0,8,2007,1626,3,GasA,Y,1935,0,2009,297191.674879551
8467,62,8197,1Fam,7,7,2,1,8,2008,1163,4,GasA,Y,2643,0,2008,326947.269094326
8468,67,9350,1Fam,8,8,2,0,5,1950,720,5,GasA,Y,2287,0,2009,251860.666849126
8469,70,9430,1Fam,5,5,1,1,6,1960,776,2,GasA,Y,1851,0,2009,133816.911908768
8470,36,6155,1Fam,6,7,1,1,6,2007,1056,4,GasA,Y,1120,0,2006,185026.493703024
8471,80,7438,1Fam,6,6,1,1,5,1992,874,3,GasA,Y,2084,0,2008,189101.769535081
8472,79,3982,1Fam,5,7,1,0,6,1940,882,2,GasA,N,1204,0,2009,117343.864454534
8473,34,3951,TwnhsE,8,8,1,1,8,2006,1632,3,GasA,Y,1086,0,2006,257792.10941748
8474,90,10355,1Fam,6,5,1,0,6,1997,832,3,GasA,Y,1040,0,2008,134636.721509451
8475,60,11228,1Fam,10,7,2,0,7,2004,816,3,GasA,Y,1689,0,2010,252040.873626209
8476,118,16059,1Fam,7,6,2,0,5,2003,1444,5,GasA,Y,848,0,2010,197679.653492484
8477,24,13286,1Fam,4,6,2,0,6,2006,978,3,GasA,Y,1102,0,2009,139083.855772991
8478,65,12704,1Fam,8,5,1,1,6,1908,1288,2,GasA,Y,848,0,2006,185539.654886322
8479,69,15523,1Fam,5,7,1,0,5,1965,1494,4,GasA,Y,1560,0,2006,163604.025916668
8480,70,5820,1Fam,9,5,1,1,7,1999,961,3,GasA,N,1229,0,2008,222609.739821381
8481,90,9600,TwnhsE,3,5,2,0,7,2008,1616,2,GasA,Y,1548,0,2006,186684.609247498
8482,79,13346,Duplex,8,5,1,1,6,1954,990,1,GasA,Y,912,0,2009,184520.853921101
8483,24,10800,1Fam,8,5,1,0,9,2009,1310,3,GasA,Y,1716,0,2010,251153.862457247
8484,,21535,1Fam,5,7,2,1,7,1962,1204,4,Grav,Y,1716,0,2008,195622.425298488
8485,60,8500,TwnhsE,5,6,1,0,8,1997,828,2,GasA,Y,1120,0,2007,123614.184173995
8486,76,1920,TwnhsE,9,5,1,0,6,2005,1358,3,GasA,Y,1328,0,2008,205690.510282461
8487,,9337,1Fam,7,5,2,1,6,1954,840,4,GasA,Y,1484,0,2010,166848.228835598
8488,74,8800,1Fam,3,5,1,0,5,2006,1003,3,GasA,Y,1800,0,2007,180897.914689094
8489,47,1680,1Fam,5,5,1,1,6,1972,784,2,GasA,Y,1355,0,2010,112171.30428902
8490,120,7758,1Fam,7,5,2,1,8,1904,0,3,GasA,Y,1605,0,2008,137395.194927042
8491,38,18800,1Fam,6,5,1,0,5,2005,1052,5,Grav,Y,1950,0,2009,195806.580290042
8492,51,13758,1Fam,5,5,2,0,9,1976,651,3,GasA,Y,720,0,2009,124006.348489224
8493,80,4500,1Fam,7,5,2,0,5,1980,483,3,GasA,Y,1069,0,2007,146727.759198043
8494,35,7758,1Fam,7,8,1,1,6,1973,1026,2,GasA,Y,866,0,2010,109312.305595489
8495,,14191,1Fam,7,5,2,0,5,2007,624,3,GasA,Y,1056,0,2006,181120.860623572
8496,75,5825,1Fam,5,6,2,1,4,1996,866,2,GasA,Y,2084,0,2007,155820.679240431
8497,98,215245,1Fam,5,6,1,1,5,1996,1268,3,GasA,Y,1235,0,2007,205351.118391365
8498,24,11146,Duplex,6,6,1,0,7,1964,813,3,GasA,Y,1392,0,2006,138502.4718693
8499,85,5604,1Fam,7,7,2,0,6,1965,825,2,GasW,Y,1928,0,2008,179977.416321521
8500,75,2500,1Fam,7,5,1,1,5,1963,105,2,GasA,Y,2090,0,2008,109775.372413143
8501,51,11184,1Fam,5,7,2,1,8,1960,742,3,GasA,Y,1382,0,2007,162724.155734794
8502,80,1680,1Fam,9,6,1,1,4,1996,1053,3,GasA,Y,1632,0,2007,264638.883808432
8503,21,8198,1Fam,6,5,2,1,6,1976,1470,2,GasA,Y,1040,0,2008,166906.159493224
8504,50,10041,1Fam,4,5,2,0,6,1975,1602,3,GasA,Y,1670,0,2007,150631.951168689
8505,85,8990,1Fam,4,5,1,0,7,1953,880,6,GasA,Y,780,0,2006,113930.667086028
8506,80,8820,1Fam,5,6,2,1,7,2010,828,4,GasA,N,1872,0,2009,196507.463050765
8507,93,11275,1Fam,8,5,1,1,6,1951,1372,3,GasA,Y,1040,0,2009,213462.847656248
8508,50,10437,1Fam,5,6,2,0,6,2006,1092,2,GasA,Y,1768,0,2009,206996.615793552
8509,70,6820,1Fam,5,5,1,1,6,1950,319,3,GasA,Y,2080,0,2006,145357.206239767
8510,85,215245,1Fam,7,5,2,1,8,1971,1582,3,GasA,Y,969,0,2007,218432.894476647
8511,69,10200,1Fam,7,8,1,0,4,1915,756,2,GasA,Y,1743,0,2007,148399.505927226
8512,90,8470,Duplex,5,5,2,0,5,1997,964,4,GasA,Y,2020,0,2009,202553.794804018
8513,134,6780,1Fam,7,5,2,0,5,2003,1053,2,GasA,Y,1121,0,2009,178720.722710615
8514,85,2522,1Fam,4,8,1,0,5,1961,2042,3,GasA,Y,2344,0,2009,163882.081958504
8515,60,7750,1Fam,7,7,1,0,4,1920,1210,4,GasA,Y,1092,0,2010,146652.410921207
8516,,14331,1Fam,4,5,1,0,6,1998,1234,4,GasA,Y,1563,0,2010,176966.879572297
8517,65,7301,1Fam,7,2,1,0,5,2006,731,6,GasA,Y,2263,0,2006,196165.106402188
8518,71,12919,1Fam,4,8,2,0,6,2006,848,4,GasA,Y,1604,0,2008,180876.875788559
8519,79,8777,Duplex,9,5,2,0,6,2003,993,3,GasA,Y,866,0,2007,208575.345708159
8520,79,11120,1Fam,5,7,1,0,10,1920,969,3,GasA,Y,334,0,2006,88745.5108515967
8521,76,13907,1Fam,9,5,2,0,5,1977,684,3,GasA,Y,2087,0,2006,262694.744618255
8522,75,10970,1Fam,4,5,2,1,8,1978,546,3,GasA,Y,1040,0,2006,94322.6073600563
8523,121,14585,1Fam,6,7,2,1,4,1971,1563,2,GasA,Y,1616,0,2007,190184.336121365
8524,55,7742,1Fam,5,7,1,1,7,1962,600,1,GasA,Y,907,0,2010,130484.894107464
8525,69,9967,2fmCon,6,5,1,0,8,2003,1684,3,GasA,Y,2320,0,2007,197559.923104472
8526,75,6993,1Fam,5,6,1,0,6,2003,884,3,GasA,Y,1856,0,2007,182264.999037162
8527,50,7677,Twnhs,9,6,2,0,6,1989,1241,4,GasA,Y,1412,0,2006,220595.528802699
8528,78,8899,1Fam,7,7,1,1,5,1959,1234,3,GasA,Y,1474,0,2008,212591.202551636
8529,65,8064,1Fam,5,7,1,1,8,1973,988,3,GasA,Y,2713,0,2008,226141.278567994
8530,44,13418,1Fam,6,5,2,0,8,2009,972,3,GasA,Y,864,0,2007,158256.966944192
8531,94,5684,Twnhs,5,5,1,0,8,1941,1010,3,GasA,Y,952,0,2006,113856.191083996
8532,,16492,Duplex,8,8,0,1,6,1971,1127,3,GasA,Y,1253,0,2009,184396.722717835
8533,21,10652,1Fam,8,5,2,0,4,1928,894,4,GasA,Y,904,0,2009,137062.979231033
8534,64,11700,TwnhsE,6,8,2,0,9,2004,672,2,GasA,Y,1028,0,2009,179536.226345343
8535,41,8892,1Fam,6,7,2,0,9,1998,1930,3,GasA,Y,2002,0,2008,189474.581219979
8536,,12209,1Fam,4,8,2,0,5,1954,2153,3,GasA,Y,987,0,2008,180940.331910567
8537,,53504,1Fam,5,5,2,1,6,1974,1581,4,GasW,Y,1922,0,2006,251655.519145828
8538,,13811,1Fam,8,6,1,0,6,2003,1686,3,GasA,Y,1164,0,2010,229563.482094781
8539,,7340,1Fam,6,3,2,1,7,1966,1041,2,GasA,Y,1986,0,2008,140676.216804405
8540,52,6120,1Fam,9,2,2,0,6,2002,910,2,GasA,Y,1370,0,2006,208115.330203209
8541,80,8892,1Fam,7,7,2,1,7,1970,1080,3,GasA,Y,904,0,2006,144975.186915447
8542,70,14559,2fmCon,6,5,2,0,7,1951,732,3,GasA,Y,2290,0,2009,177593.577221347
8543,59,9100,1Fam,5,5,1,0,6,2004,1156,3,GasA,Y,2000,0,2007,189693.344088282
8544,59,12886,1Fam,6,5,2,0,4,2009,1390,2,GasA,Y,1601,0,2007,200892.541372162
8545,36,11841,1Fam,7,8,2,1,7,2005,876,4,GasA,Y,1517,0,2008,211784.720451216
8546,85,8593,1Fam,5,5,2,0,8,1956,990,2,GasA,Y,894,0,2006,109707.140006046
8547,68,6600,1Fam,7,5,2,1,6,1954,1050,3,GasA,Y,2643,0,2008,237383.157100866
